iter,obj,aug_obj,return,X,Z,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy
0,0.14859973336049043,0.14859973336049043,0.003150417347,[0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.110129 0.       0.       0.       0.       0.       0.16535  0.724521 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],500,100,0.1,0.0005,1,3,idID,65,random
1,0.12300758297145165,0.12300758297145165,0.003052920525,[0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.086343 0.       0.       0.       0.       0.       0.129638 0.784019 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],500,100,0.1,0.0005,1,3,idID,65,random
2,0.10460714417759173,0.10460714417759173,0.002990058025,[0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.071007 0.       0.       0.       0.       0.       0.106612 0.822381 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],500,100,0.1,0.0005,1,3,idID,65,random
3,0.09087405030957253,0.09087405030957253,0.002946158335,[0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.060297 0.       0.       0.       0.       0.       0.090532 0.849171 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],500,100,0.1,0.0005,1,3,idID,65,random
4,0.08027487264325611,0.08027487264325611,0.0029137655760000003,[0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.052394 0.       0.       0.       0.       0.       0.078667 0.868939 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],500,100,0.1,0.0005,1,3,idID,65,random
5,0.0718639440897121,0.0718639440897121,0.002888883592,[0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.046323 0.       0.       0.       0.       0.       0.069552 0.884126 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],500,100,0.1,0.0005,1,3,idID,65,random
6,0.06503410669059535,0.06503410669059535,0.002869167118,[0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.041513 0.       0.       0.       0.       0.       0.06233  0.896158 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],500,100,0.1,0.0005,1,3,idID,65,random
7,0.059380994133452304,0.059380994133452304,0.002853155876,[0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.037608 0.       0.       0.       0.       0.       0.056466 0.905926 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],500,100,0.1,0.0005,1,3,idID,65,random
8,0.054627045986880854,0.054627045986880854,0.002839901004,[0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.034374 0.       0.       0.       0.       0.       0.051611 0.914015 0.       0.       0.       0.       0.       0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],500,100,0.1,0.0005,1,3,idID,65,random
9,0.022521225869400474,0.022521225869400474,0.004756948748,[0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.       0.031652 0.       0.       0.       0.       0.       0.047525 0.       0.       0.       0.       0.       0.920823 0.       0.       0.       0.       0.      ],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],500,100,0.1,0.0005,1,3,idID,65,random
