iter,obj,aug_obj,return,X,Z,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy
0,0.20083418375903866,0.20083418375903866,0.002681145264,[0.       0.       0.013421 0.042431 0.       0.07807  0.       0.050238 0.       0.085803 0.060623 0.       0.       0.       0.       0.096851 0.057626 0.011827 0.       0.09049  0.       0.       0.       0.067702 0.066654 0.069099 0.       0.075436 0.038517 0.       0.018213],[0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 1. 0. 0. 0. 0. 1. 1. 1. 0. 1. 0. 0. 0. 1. 1. 1. 0. 1. 1. 0. 1.],500,100,0.3,0.002,1,18,TID,22,first
1,0.15773978471753108,0.15773978471753108,0.0022988480169999995,[0.       0.       0.013421 0.042431 0.       0.07807  0.       0.050238 0.       0.085803 0.060623 0.       0.       0.       0.       0.096851 0.057626 0.       0.       0.011827 0.       0.       0.       0.067702 0.066654 0.069099 0.       0.075436 0.038517 0.       0.018213],[0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 1. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 1. 1. 0. 1.],500,100,0.3,0.002,1,18,TID,22,first
2,0.1323976166005819,0.1323976166005819,0.002180097204,[0.       0.       0.       0.042431 0.       0.07807  0.       0.050238 0.       0.085803 0.013421 0.       0.       0.       0.       0.096851 0.057626 0.       0.       0.011827 0.       0.       0.       0.067702 0.066654 0.069099 0.       0.075436 0.038517 0.       0.018213],[0. 0. 0. 1. 0. 1. 0. 1. 0. 1. 1. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 1. 1. 0. 1.],500,100,0.3,0.002,1,18,TID,22,first
3,0.11391394936989184,0.11391394936989184,0.0021395412409999995,[0.       0.       0.       0.042431 0.       0.07807  0.       0.050238 0.       0.085803 0.       0.       0.       0.       0.       0.096851 0.013421 0.       0.       0.011827 0.       0.       0.       0.067702 0.066654 0.069099 0.       0.075436 0.038517 0.       0.018213],[0. 0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 1. 1. 0. 1.],500,100,0.3,0.002,1,18,TID,22,first
4,0.10948557696463658,0.10948557696463658,0.0023372056120999993,[0.        0.        0.        0.042431  0.0257409 0.07807   0.        0.050238  0.        0.0600621 0.        0.        0.        0.        0.        0.096851  0.013421  0.        0.        0.011827  0.        0.        0.        0.067702  0.066654  0.069099  0.        0.075436  0.038517  0.        0.018213 ],[0. 0. 0. 1. 1. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 1. 1. 0. 1.],500,100,0.3,0.002,1,18,TID,22,first
5,0.10531570881377646,0.10531570881377646,0.0023565209926999994,[0.        0.        0.        0.042431  0.0257409 0.07807   0.        0.050238  0.        0.0600621 0.        0.        0.        0.        0.        0.096851  0.013421  0.        0.        0.011827  0.        0.        0.        0.0473914 0.066654  0.0894096 0.        0.075436  0.038517  0.        0.018213 ],[0. 0. 0. 1. 1. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 1. 1. 0. 1.],500,100,0.3,0.002,1,18,TID,22,first
6,0.08027553838941955,0.08027553838941955,0.0022390186796999996,[0.        0.        0.        0.042431  0.0257409 0.013421  0.        0.050238  0.        0.0600621 0.        0.        0.        0.        0.        0.096851  0.        0.        0.        0.011827  0.        0.        0.        0.0473914 0.066654  0.0894096 0.        0.075436  0.038517  0.        0.018213 ],[0. 0. 0. 1. 1. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 1. 1. 0. 1.],500,100,0.3,0.002,1,18,TID,22,first
7,0.059865636577894704,0.059865636577894704,0.0020347526227,[0.        0.        0.        0.042431  0.0257409 0.013421  0.        0.050238  0.        0.0600621 0.        0.        0.        0.        0.        0.096851  0.        0.        0.        0.        0.        0.        0.        0.0473914 0.011827  0.0894096 0.        0.075436  0.038517  0.        0.018213 ],[0. 0. 0. 1. 1. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1. 1. 0. 1.],500,100,0.3,0.002,1,18,TID,22,first
8,0.056528401545673956,0.056528401545673956,0.0020154329437,[0.        0.        0.        0.042431  0.0257409 0.        0.        0.050238  0.        0.0600621 0.        0.        0.        0.        0.        0.096851  0.        0.        0.        0.        0.        0.        0.        0.0473914 0.013421  0.0894096 0.        0.075436  0.038517  0.        0.018213 ],[0. 0. 0. 1. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1. 1. 0. 1.],500,100,0.3,0.002,1,18,TID,22,first
9,0.05522780089846791,0.05522780089846791,0.0020737630885,[0.        0.        0.        0.042431  0.037296  0.        0.        0.050238  0.        0.0600621 0.        0.        0.        0.        0.        0.096851  0.        0.        0.        0.        0.        0.        0.        0.0473914 0.013421  0.0894096 0.        0.075436  0.0269619 0.        0.018213 ],[0. 0. 0. 1. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1. 1. 0. 1.],500,100,0.3,0.002,1,18,TID,22,first
10,0.0534747350126503,0.0534747350126503,0.0021375975825999997,[0.        0.        0.        0.042431  0.037296  0.        0.        0.050238  0.        0.0600621 0.        0.        0.        0.        0.        0.0677957 0.        0.        0.        0.        0.        0.        0.        0.0473914 0.013421  0.0894096 0.        0.1044913 0.0269619 0.        0.018213 ],[0. 0. 0. 1. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1. 1. 0. 1.],500,100,0.3,0.002,1,18,TID,22,first
11,0.05129667635225272,0.05129667635225272,0.00227596264237,[0.         0.         0.         0.042431   0.05531463 0.         0.         0.050238   0.         0.04204347 0.         0.         0.         0.         0.         0.0677957  0.         0.         0.         0.         0.         0.         0.         0.0473914  0.013421   0.0894096  0.         0.1044913  0.0269619  0.         0.018213  ],[0. 0. 0. 1. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1. 1. 0. 1.],500,100,0.3,0.002,1,18,TID,22,first
