iter,obj,aug_obj,return,X,Z,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy
0,0.11867149043731566,0.11867149043731566,0.0043322111570000005,[0.       0.013603 0.015118 0.0155   0.030556 0.       0.026825 0.028344 0.03297  0.032022 0.023913 0.       0.020587 0.       0.0243   0.020593 0.016824 0.014648 0.019175 0.024445 0.016538 0.       0.       0.       0.024043 0.541354 0.       0.019786 0.       0.023934 0.01492 ],[0. 1. 1. 1. 1. 0. 1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 1. 1. 0. 1. 0. 1. 1.],500,100,0.1,0.0025,1,22,best,52,first
1,0.1129745385315149,0.1129745385315149,0.0043558842030000005,[0.       0.012904 0.014342 0.014704 0.028987 0.       0.025447 0.026888 0.031277 0.030378 0.022685 0.       0.01953  0.       0.023052 0.019535 0.01596  0.013896 0.01819  0.02319  0.015689 0.       0.       0.       0.022808 0.564909 0.       0.01877  0.       0.022705 0.014154],[0. 1. 1. 1. 1. 0. 1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 1. 1. 0. 1. 0. 1. 1.],500,100,0.1,0.0025,1,22,best,52,first
2,0.11236414014645249,0.11236414014645249,0.004360386007,[0.       0.012937 0.014379 0.014742 0.029061 0.       0.022961 0.026957 0.031357 0.030456 0.022743 0.       0.01958  0.       0.023111 0.019585 0.016001 0.013931 0.018236 0.023249 0.015729 0.       0.       0.       0.022866 0.56635  0.       0.018818 0.       0.022763 0.01419 ],[0. 1. 1. 1. 1. 0. 1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 1. 1. 0. 1. 0. 1. 1.],500,100,0.1,0.0025,1,22,best,52,first
3,0.10670877639893088,0.10670877639893088,0.004383560174,[0.       0.012244 0.013608 0.013952 0.027503 0.       0.02173  0.025512 0.029676 0.028824 0.021524 0.       0.01853  0.       0.021872 0.018535 0.015143 0.013184 0.017259 0.022003 0.014886 0.       0.       0.       0.02164  0.589592 0.       0.017809 0.       0.021543 0.013429],[0. 1. 1. 1. 1. 0. 1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 1. 1. 0. 1. 0. 1. 1.],500,100,0.1,0.0025,1,22,best,52,first
4,0.10616714124502494,0.10616714124502494,0.004387471706999999,[0.       0.012271 0.013638 0.013982 0.027563 0.       0.0196   0.025568 0.029741 0.028887 0.021571 0.       0.01857  0.       0.02192  0.018575 0.015176 0.013213 0.017297 0.022051 0.014918 0.       0.       0.       0.021687 0.590877 0.       0.017848 0.       0.02159  0.013458],[0. 1. 1. 1. 1. 0. 1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 1. 1. 0. 1. 0. 1. 1.],500,100,0.1,0.0025,1,22,best,52,first
5,0.10058309382486505,0.10058309382486505,0.004410093459,[0.       0.011586 0.012877 0.013202 0.026025 0.       0.018506 0.024142 0.028082 0.027275 0.020368 0.       0.017534 0.       0.020697 0.017539 0.014329 0.012476 0.016332 0.020821 0.014086 0.       0.       0.       0.020477 0.613702 0.       0.016852 0.       0.020385 0.012707],[0. 1. 1. 1. 1. 0. 1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 1. 1. 0. 1. 0. 1. 1.],500,100,0.1,0.0025,1,22,best,52,first
6,0.10001220598781245,0.10001220598781245,0.004415801259,[0.        0.011586  0.012877  0.013202  0.026025  0.        0.018506  0.024142  0.028082  0.027275  0.020368  0.        0.017534  0.        0.020697  0.017539  0.014329  0.012476  0.016332  0.020821  0.014086  0.        0.        0.        0.020477  0.6157405 0.        0.016852  0.        0.0183465 0.012707 ],[0. 1. 1. 1. 1. 0. 1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 1. 1. 0. 1. 0. 1. 1.],500,100,0.1,0.0025,1,22,best,52,first
7,0.09953257389470187,0.09953257389470187,0.004419176133000001,[0.       0.011607 0.012901 0.013226 0.026073 0.       0.016686 0.024187 0.028134 0.027326 0.020406 0.       0.017567 0.       0.020735 0.017572 0.014356 0.012499 0.016362 0.02086  0.014112 0.       0.       0.       0.020515 0.616882 0.       0.016883 0.       0.018381 0.012731],[0. 1. 1. 1. 1. 0. 1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 1. 1. 0. 1. 0. 1. 1.],500,100,0.1,0.0025,1,22,best,52,first
8,0.09877057148216796,0.09877057148216796,0.004423567421200001,[0.        0.011607  0.012901  0.013226  0.026073  0.        0.016686  0.024187  0.028134  0.0245934 0.020406  0.        0.017567  0.        0.020735  0.017572  0.014356  0.012499  0.016362  0.02086   0.014112  0.        0.        0.        0.020515  0.6196146 0.        0.016883  0.        0.018381  0.012731 ],[0. 1. 1. 1. 1. 0. 1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 1. 1. 0. 1. 0. 1. 1.],500,100,0.1,0.0025,1,22,best,52,first
9,0.09331331554184007,0.09331331554184007,0.004445114825,[0.       0.01093  0.012148 0.012454 0.024552 0.       0.015712 0.022776 0.026492 0.023158 0.019215 0.       0.016542 0.       0.019525 0.016547 0.013518 0.01177  0.015407 0.019643 0.013289 0.       0.       0.       0.019318 0.641808 0.       0.015898 0.       0.017309 0.011988],[0. 1. 1. 1. 1. 0. 1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 1. 1. 0. 1. 0. 1. 1.],500,100,0.1,0.0025,1,22,best,52,first
