iter,obj,aug_obj,return,X,Z,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy
0,0.14492877885542427,0.14492877885542427,0.003043366802,[0.       0.010277 0.053386 0.       0.041051 0.       0.05343  0.09264  0.035194 0.       0.02767  0.       0.       0.       0.052807 0.       0.       0.       0.038525 0.       0.097229 0.       0.       0.       0.031858 0.059593 0.077781 0.       0.       0.       0.112247],[0. 1. 1. 0. 1. 0. 1. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 1.],500,100,0.1,0.0005,1,16,iDR,59,best
1,0.10831901025027628,0.10831901025027628,0.0025927429230000005,[0.       0.       0.053386 0.       0.041051 0.       0.05343  0.010277 0.035194 0.       0.02767  0.       0.       0.       0.052807 0.       0.       0.       0.038525 0.       0.097229 0.       0.       0.       0.031858 0.059593 0.077781 0.       0.       0.       0.112247],[0. 0. 1. 0. 1. 0. 1. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 1.],500,100,0.1,0.0005,1,16,iDR,59,best
2,0.09582465206958488,0.09582465206958488,0.002392326861,[0.       0.       0.053386 0.       0.041051 0.       0.05343  0.       0.035194 0.       0.02767  0.       0.       0.       0.052807 0.       0.       0.       0.010277 0.       0.097229 0.       0.       0.       0.031858 0.059593 0.077781 0.       0.       0.       0.112247],[0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 1.],500,100,0.1,0.0005,1,16,iDR,59,best
3,0.09523762312319897,0.09523762312319897,0.0023911834589999998,[0.       0.       0.053386 0.       0.041051 0.       0.048087 0.       0.035194 0.       0.02767  0.       0.       0.       0.052807 0.       0.       0.       0.010277 0.       0.097229 0.       0.       0.       0.031858 0.059593 0.077781 0.       0.       0.       0.11759 ],[0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 1.],500,100,0.1,0.0005,1,16,iDR,59,best
4,0.09403795790184603,0.09403795790184603,0.0024501336789,[0.        0.        0.053386  0.        0.0488291 0.        0.048087  0.        0.035194  0.        0.02767   0.        0.        0.        0.052807  0.        0.        0.        0.010277  0.        0.097229  0.        0.        0.        0.031858  0.059593  0.0700029 0.        0.        0.        0.11759  ],[0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 1.],500,100,0.1,0.0005,1,16,iDR,59,best
5,0.06410854665222922,0.06410854665222922,0.0021403223009,[0.        0.        0.053386  0.        0.0488291 0.        0.048087  0.        0.035194  0.        0.02767   0.        0.        0.        0.052807  0.        0.        0.        0.        0.        0.097229  0.        0.        0.        0.031858  0.059593  0.0700029 0.        0.        0.        0.010277 ],[0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 1.],500,100,0.1,0.0005,1,16,iDR,59,best
6,0.06364778334305798,0.06364778334305798,0.0021620624336,[0.        0.        0.053386  0.        0.0488291 0.        0.0432783 0.        0.0400027 0.        0.02767   0.        0.        0.        0.052807  0.        0.        0.        0.        0.        0.097229  0.        0.        0.        0.031858  0.059593  0.0700029 0.        0.        0.        0.010277 ],[0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 1.],500,100,0.1,0.0005,1,16,iDR,59,best
7,0.0631621818480085,0.0631621818480085,0.0021985256671,[0.        0.        0.053386  0.        0.0541098 0.        0.0432783 0.        0.0400027 0.        0.02767   0.        0.        0.        0.0475263 0.        0.        0.        0.        0.        0.097229  0.        0.        0.        0.031858  0.059593  0.0700029 0.        0.        0.        0.010277 ],[0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 1.],500,100,0.1,0.0005,1,16,iDR,59,best
8,0.062435541456450284,0.062435541456450284,0.00220804256527,[0.         0.         0.053386   0.         0.0541098  0.         0.03895047 0.         0.0400027  0.         0.02767    0.         0.         0.         0.0475263  0.         0.         0.         0.         0.         0.097229   0.         0.         0.         0.031858   0.06392083 0.0700029  0.         0.         0.         0.010277  ],[0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 1.],500,100,0.1,0.0005,1,16,iDR,59,best
9,0.061381558435128124,0.061381558435128124,0.00222840231787,[0.         0.         0.053386   0.         0.0541098  0.         0.03895047 0.         0.0400027  0.         0.02767    0.         0.         0.         0.0475263  0.         0.         0.         0.         0.         0.0875061  0.         0.         0.         0.031858   0.07364373 0.0700029  0.         0.         0.         0.010277  ],[0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 1.],500,100,0.1,0.0005,1,16,iDR,59,best
