iter,obj,aug_obj,return,X,Z,max_iter,neighbours,alpha,exp_return,n_port,k,move_strategy,seed,selection_strategy
0,0.05898081667337597,0.05898081667337597,0.001823759403,[0.       0.017827 0.045282 0.       0.       0.       0.       0.       0.       0.041422 0.       0.068164 0.028363 0.015939 0.       0.       0.010624 0.       0.071205 0.       0.037141 0.       0.       0.       0.       0.       0.050359 0.       0.039562 0.       0.056395],[0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 1.],500,100,0.3,0.0005,1,13,TID,7,first
1,0.04962867206299872,0.04962867206299872,0.0017491940520000001,[0.       0.017827 0.045282 0.       0.       0.       0.       0.       0.       0.041422 0.       0.068164 0.028363 0.015939 0.       0.       0.       0.       0.071205 0.       0.010624 0.       0.       0.       0.       0.       0.050359 0.       0.039562 0.       0.056395],[0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 1.],500,100,0.3,0.0005,1,13,TID,7,first
2,0.03460570722494273,0.03460570722494273,0.0014211967959999999,[0.       0.017827 0.045282 0.       0.       0.       0.       0.       0.       0.041422 0.       0.010624 0.028363 0.015939 0.       0.       0.       0.       0.071205 0.       0.       0.       0.       0.       0.       0.       0.050359 0.       0.039562 0.       0.056395],[0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 1.],500,100,0.3,0.0005,1,13,TID,7,first
3,0.033176228653108444,0.033176228653108444,0.0014439640999,[0.        0.017827  0.045282  0.        0.        0.        0.        0.        0.        0.041422  0.        0.010624  0.028363  0.015939  0.        0.        0.        0.        0.071205  0.        0.        0.        0.        0.        0.        0.0151077 0.0352513 0.        0.039562  0.        0.056395 ],[0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 1.],500,100,0.3,0.0005,1,13,TID,7,first
4,0.025040706240336406,0.025040706240336406,0.0012905756239,[0.        0.017827  0.045282  0.        0.        0.        0.        0.        0.        0.010624  0.        0.        0.028363  0.015939  0.        0.        0.        0.        0.071205  0.        0.        0.        0.        0.        0.        0.0151077 0.0352513 0.        0.039562  0.        0.056395 ],[0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 1.],500,100,0.3,0.0005,1,13,TID,7,first
5,0.022089374826256253,0.022089374826256253,0.0012373703299000001,[0.        0.017827  0.045282  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.028363  0.010624  0.        0.        0.        0.        0.071205  0.        0.        0.        0.        0.        0.        0.0151077 0.0352513 0.        0.039562  0.        0.056395 ],[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 1.],500,100,0.3,0.0005,1,13,TID,7,first
6,0.01622715665646047,0.01622715665646047,0.0010303453759000001,[0.        0.017827  0.045282  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.028363  0.        0.        0.        0.        0.        0.071205  0.        0.        0.        0.        0.        0.        0.0151077 0.0352513 0.        0.010624  0.        0.056395 ],[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 1.],500,100,0.3,0.0005,1,13,TID,7,first
7,0.015709098233504512,0.015709098233504512,0.0010711697164,[0.        0.017827  0.045282  0.        0.        0.        0.        0.        0.        0.        0.        0.        0.028363  0.        0.        0.        0.        0.        0.071205  0.        0.        0.        0.        0.        0.        0.0320262 0.0352513 0.        0.010624  0.        0.0394765],[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 1.],500,100,0.3,0.0005,1,13,TID,7,first
8,0.014963412422920664,0.014963412422920664,0.00106114424668,[0.         0.017827   0.045282   0.         0.         0.         0.         0.         0.         0.         0.         0.         0.028363   0.         0.         0.         0.         0.         0.071205   0.         0.         0.         0.         0.         0.         0.0320262  0.02467591 0.01057539 0.010624   0.         0.0394765 ],[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 1.],500,100,0.3,0.0005,1,13,TID,7,first
9,0.014196279893202665,0.014196279893202665,0.0011060549342800001,[0.         0.017827   0.0316974  0.         0.         0.         0.         0.         0.         0.         0.         0.         0.028363   0.         0.         0.         0.         0.         0.071205   0.         0.         0.         0.         0.         0.         0.0456108  0.02467591 0.01057539 0.010624   0.         0.0394765 ],[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 1.],500,100,0.3,0.0005,1,13,TID,7,first
10,0.013596081511999926,0.013596081511999926,0.0011141472805000002,[0.         0.017827   0.02218818 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.028363   0.         0.         0.         0.         0.         0.071205   0.         0.         0.         0.         0.         0.         0.0456108  0.02467591 0.02008461 0.010624   0.         0.0394765 ],[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 1.],500,100,0.3,0.0005,1,13,TID,7,first
11,0.0073479091051297995,0.0073479091051297995,0.0007316316585,[0.         0.017827   0.02218818 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.028363   0.         0.         0.         0.         0.         0.010624   0.         0.         0.         0.         0.         0.         0.0456108  0.02467591 0.02008461 0.         0.         0.0394765 ],[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1.],500,100,0.3,0.0005,1,13,TID,7,first
12,0.0058676072902375965,0.0058676072902375965,0.0006453012715,[0.         0.010624   0.02218818 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.028363   0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.0456108  0.02467591 0.02008461 0.         0.         0.0394765 ],[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1.],500,100,0.3,0.0005,1,13,TID,7,first
13,0.0056527185281644125,0.0056527185281644125,0.0006538648235000001,[0.         0.         0.02218818 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.028363   0.         0.         0.         0.         0.         0.01       0.         0.         0.         0.         0.         0.         0.0456108  0.02467591 0.02008461 0.         0.         0.0394765 ],[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1.],500,100,0.3,0.0005,1,13,TID,7,first
14,0.00331726655105005,0.00331726655105005,0.0005307707535000001,[0.         0.         0.02218818 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.028363   0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.0456108  0.02467591 0.02008461 0.         0.         0.01      ],[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1.],500,100,0.3,0.0005,1,13,TID,7,first
15,0.0030859371149787973,0.0030859371149787973,0.000523752924696,[0.         0.         0.02218818 0.         0.         0.         0.         0.         0.         0.         0.         0.         0.028363   0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.0456108  0.01727314 0.02748738 0.         0.         0.01      ],[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1.],500,100,0.3,0.0005,1,13,TID,7,first
